path,label,class,group,generator,split,sr,duration
Real_Audios\real_033.wav,0,real,file:real_033,bonafide,train,16000,12.037
Real_Audios\real_034.wav,0,real,file:real_034,bonafide,train,22050,270.98702947845806
Real_Audios\real_035.wav,0,real,file:real_035,bonafide,train,22050,513.2602267573697
Real_Audios\real_036.wav,0,real,file:real_036,bonafide,test,22050,262.01396825396824
Real_Audios\real_037.wav,0,real,file:real_037,bonafide,train,22050,631.7048979591837
Real_Audios\real_038.wav,0,real,file:real_038,bonafide,train,24000,6.272
Real_Audios\real_039.wav,0,real,file:real_039,bonafide,train,44100,205.40244897959184
Real_Audios\real_040.wav,0,real,file:real_040,bonafide,val,44100,198.8282993197279
Real_Audios\real_041.wav,0,real,file:real_041,bonafide,train,48000,7.104
Real_Audios\real_042.wav,0,real,file:real_042,bonafide,train,48000,98.70933333333332
Real_Audios\real_043.wav,0,real,file:real_043,bonafide,train,48000,127.744
Real_Audios\real_044.wav,0,real,file:real_044,bonafide,test,44100,80.09142857142857
Real_Audios\real_045.wav,0,real,file:real_045,bonafide,train,44100,112.40489795918369
Real_Audios\real_046.wav,0,real,file:real_046,bonafide,train,44100,183.20308390022677
Real_Audios\real_047.wav,0,real,file:real_047,bonafide,val,44100,172.38403628117914
Real_Audios\real_048.wav,0,real,file:real_048,bonafide,val,24000,5.418666666666667
Real_Audios\real_049.wav,0,real,file:real_049,bonafide,train,22050,150.74775510204083
Real_Audios\real_050.wav,0,real,file:real_050,bonafide,test,48000,7.466666666666667
Real_Audios\real_051.wav,0,real,file:real_051,bonafide,train,48000,186.7089791666667
Real_Audios\real_052.wav,0,real,file:real_052,bonafide,test,48000,405.64875
Real_Audios\real_053.wav,0,real,file:real_053,bonafide,train,48000,215.66566666666668
Real_Audios\real_054.wav,0,real,file:real_054,bonafide,test,48000,13.079708333333333
Real_Audios\real_055.wav,0,real,file:real_055,bonafide,val,48000,14.6145625
Real_Audios\real_056.wav,0,real,file:real_056,bonafide,train,48000,13.913916666666667
Real_Audios\real_057.wav,0,real,file:real_057,bonafide,val,48000,13.179833333333333
Real_Audios\real_058.wav,0,real,file:real_058,bonafide,val,48000,13.947270833333333
Real_Audios\real_059.wav,0,real,file:real_059,bonafide,val,48000,13.7804375
Real_Audios\real_060.wav,0,real,file:real_060,bonafide,train,48000,15.58225
Real_Audios\real_061.wav,0,real,file:real_061,bonafide,test,48000,14.180833333333334
Real_Audios\real_062.wav,0,real,file:real_062,bonafide,val,48000,13.046395833333332
Real_Audios\real_063.wav,0,real,file:real_063,bonafide,train,48000,14.7814375
Real_Audios\real_064.wav,0,real,file:real_064,bonafide,val,48000,12.612625
Real_Audios\real_065.wav,0,real,file:real_065,bonafide,train,48000,14.414416666666666
Real_Audios\real_066.wav,0,real,file:real_066,bonafide,train,48000,12.579208333333334
Real_Audios\real_067.wav,0,real,file:real_067,bonafide,test,48000,13.847166666666666
Real_Audios\real_068.wav,0,real,file:real_068,bonafide,train,48000,13.646958333333334
Real_Audios\real_069.wav,0,real,file:real_069,bonafide,train,48000,14.647979166666667
Real_Audios\real_070.wav,0,real,file:real_070,bonafide,test,48000,14.314291666666668
Real_Audios\real_071.wav,0,real,file:real_071,bonafide,val,48000,13.947291666666668
Real_Audios\real_072.wav,0,real,file:real_072,bonafide,train,48000,13.2465625
Real_Audios\real_073.wav,0,real,file:real_073,bonafide,train,48000,14.014
Real_Audios\real_074.wav,0,real,file:real_074,bonafide,train,48000,15.081729166666667
Real_Audios\real_075.wav,0,real,file:real_075,bonafide,val,48000,14.2141875
Real_Audios\real_076.wav,0,real,file:real_076,bonafide,train,48000,15.048354166666666
Real_Audios\real_077.wav,0,real,file:real_077,bonafide,train,48000,14.58125
Real_Audios\real_078.wav,0,real,file:real_078,bonafide,train,48000,245.51529166666663
Real_Audios\real_079.wav,0,real,file:real_079,bonafide,train,48000,175.35591666666667
Real_Audios\real_080.wav,0,real,file:real_080,bonafide,test,24000,5.632
Real_Audios\real_081.wav,0,real,file:real_081,bonafide,val,22050,168.69392290249434
Real_Audios\real_082.wav,0,real,file:real_082,bonafide,test,48000,129.696
Real_Audios\real_083.wav,0,real,file:real_083,bonafide,train,44100,131.25140589569162
Real_Audios\real_084.wav,0,real,file:real_084,bonafide,train,44100,131.25140589569162
Real_Audios\real_085.wav,0,real,file:real_085,bonafide,train,22050,176.47056689342404
Real_Audios\real_086.wav,0,real,file:real_086,bonafide,train,48000,59.328
Real_Audios\real_087.wav,0,real,file:real_087,bonafide,test,44100,61.93632653061224
Real_Audios\real_088.wav,0,real,file:real_088,bonafide,train,22050,230.3090702947846
Real_Audios\real_089.wav,0,real,file:real_089,bonafide,train,44100,193.19002267573697
Real_Audios\real_090.wav,0,real,file:real_090,bonafide,train,44100,174.31219954648526
Real_Audios\real_091.wav,0,real,file:real_091,bonafide,train,44100,172.35755102040815
Real_Audios\real_092.wav,0,real,file:real_092,bonafide,train,44100,163.51945578231292
Real_Audios\real_093.wav,0,real,file:real_093,bonafide,train,24000,6.058666666666666
Real_Audios\real_094.wav,0,real,file:real_094,bonafide,test,48000,68.82133333333333
Real_Audios\real_095.wav,0,real,file:real_095,bonafide,test,48000,46.29333333333334
Real_Audios\real_096.wav,0,real,file:real_096,bonafide,train,44100,72.85551020408164
Real_Audios\real_097.wav,0,real,file:real_097,bonafide,train,44100,47.17714285714285
Real_Audios\real_098.wav,0,real,file:real_098,bonafide,test,44100,196.93913832199547
Real_Audios\real_099.wav,0,real,file:real_099,bonafide,val,44100,196.8302947845805
Real_Audios\real_100.wav,0,real,file:real_100,bonafide,train,44100,246.06185941043083
Real_Audios\real_101.wav,0,real,file:real_101,bonafide,train,44100,211.7427664399093
Real_Audios\real_102.wav,0,real,file:real_102,bonafide,train,44100,167.33369614512472
Real_Audios\real_103.wav,0,real,file:real_103,bonafide,train,44100,161.73913832199543
Real_Audios\real_104.wav,0,real,file:real_104,bonafide,train,22050,184.24725623582768
Real_Audios\real_105.wav,0,real,file:real_105,bonafide,train,22050,380.4586394557823
Real_Audios\real_106.wav,0,real,file:real_106,bonafide,val,48000,38.272
Real_Audios\real_107.wav,0,real,file:real_107,bonafide,val,48000,68.544
Real_Audios\real_108.wav,0,real,file:real_108,bonafide,train,48000,74.79466666666667
Real_Audios\real_109.wav,0,real,file:real_109,bonafide,test,48000,81.152
Real_Audios\real_110.wav,0,real,file:real_110,bonafide,train,48000,54.69866666666667
Real_Audios\real_111.wav,0,real,file:real_111,bonafide,train,48000,14.08
Real_Audios\real_112.wav,0,real,file:real_112,bonafide,test,48000,8.768
Real_Audios\real_113.wav,0,real,file:real_113,bonafide,val,48000,4.778666666666667
Real_Audios\real_114.wav,0,real,file:real_114,bonafide,val,48000,12.672
Real_Audios\real_115.wav,0,real,file:real_115,bonafide,train,48000,4.736
Real_Audios\real_116.wav,0,real,file:real_116,bonafide,train,48000,18.901333333333334
Real_Audios\real_117.wav,0,real,file:real_117,bonafide,train,48000,12.8
Real_Audios\real_118.wav,0,real,file:real_118,bonafide,train,48000,22.890666666666668
Real_Audios\real_119.wav,0,real,file:real_119,bonafide,train,48000,3.925333333333333
Real_Audios\real_120.wav,0,real,file:real_120,bonafide,train,48000,17.685333333333332
Real_Audios\real_121.wav,0,real,file:real_121,bonafide,train,48000,6.72
Real_Audios\real_122.wav,0,real,file:real_122,bonafide,train,48000,24.34133333333333
Real_Audios\real_123.wav,0,real,file:real_123,bonafide,train,48000,20.11733333333333
Real_Audios\real_124.wav,0,real,file:real_124,bonafide,train,48000,12.906666666666666
Real_Audios\real_125.wav,0,real,file:real_125,bonafide,train,48000,16.682666666666666
Real_Audios\real_126.wav,0,real,file:real_126,bonafide,train,48000,21.248
Real_Audios\real_127.wav,0,real,file:real_127,bonafide,train,48000,40.91733333333333
Real_Audios\real_128.wav,0,real,file:real_128,bonafide,train,48000,10.56
Real_Audios\real_129.wav,0,real,file:real_129,bonafide,train,48000,20.736
Real_Audios\real_130.wav,0,real,file:real_130,bonafide,val,48000,17.664
Real_Audios\real_131.wav,0,real,file:real_131,bonafide,train,48000,29.290666666666667
Real_Audios\real_132.wav,0,real,file:real_132,bonafide,train,48000,31.850666666666665
Real_Audios\real_133.wav,0,real,file:real_133,bonafide,test,48000,39.14666666666667
Real_Audios\real_134.wav,0,real,file:real_134,bonafide,val,48000,14.634666666666666
Real_Audios\real_135.wav,0,real,file:real_135,bonafide,train,48000,22.890666666666668
Real_Audios\real_136.wav,0,real,file:real_136,bonafide,val,48000,39.488
Real_Audios\real_137.wav,0,real,file:real_137,bonafide,val,48000,21.39733333333333
Real_Audios\real_138.wav,0,real,file:real_138,bonafide,test,48000,20.16
Real_Audios\real_139.wav,0,real,file:real_139,bonafide,train,48000,21.845333333333333
Real_Audios\real_140.wav,0,real,file:real_140,bonafide,val,48000,22.634666666666668
Real_Audios\real_141.wav,0,real,file:real_141,bonafide,train,48000,31.936
Real_Audios\real_142.wav,0,real,file:real_142,bonafide,val,48000,14.314666666666668
Real_Audios\real_143.wav,0,real,file:real_143,bonafide,train,48000,4.352
Real_Audios\real_144.wav,0,real,file:real_144,bonafide,train,48000,4.394666666666667
Real_Audios\real_145.wav,0,real,file:real_145,bonafide,train,48000,5.397333333333333
Real_Audios\real_146.wav,0,real,file:real_146,bonafide,train,48000,6.037333333333334
Real_Audios\real_147.wav,0,real,file:real_147,bonafide,train,48000,6.016
Real_Audios\real_148.wav,0,real,file:real_148,bonafide,train,48000,5.312
Real_Audios\real_149.wav,0,real,file:real_149,bonafide,test,48000,4.437333333333333
Real_Audios\real_150.wav,0,real,file:real_150,bonafide,test,48000,4.757333333333333
Real_Audios\real_151.wav,0,real,file:real_151,bonafide,train,48000,4.565333333333333
Real_Audios\real_152.wav,0,real,file:real_152,bonafide,val,48000,4.992
Real_Audios\real_153.wav,0,real,file:real_153,bonafide,test,48000,5.077333333333334
Real_Audios\real_154.wav,0,real,file:real_154,bonafide,train,48000,6.698666666666667
Real_Audios\real_155.wav,0,real,file:real_155,bonafide,train,48000,6.442666666666667
Real_Audios\real_156.wav,0,real,file:real_156,bonafide,val,48000,6.912
Real_Audios\real_157.wav,0,real,file:real_157,bonafide,train,48000,6.272
Real_Audios\real_158.wav,0,real,file:real_158,bonafide,train,48000,6.4
Real_Audios\real_159.wav,0,real,file:real_159,bonafide,val,48000,4.8853333333333335
Real_Audios\real_160.wav,0,real,file:real_160,bonafide,train,48000,6.634666666666667
Real_Audios\real_161.wav,0,real,file:real_161,bonafide,test,48000,5.717333333333333
Real_Audios\real_162.wav,0,real,file:real_162,bonafide,val,48000,7.402666666666667
Real_Audios\real_163.wav,0,real,file:real_163,bonafide,val,48000,5.888
Real_Audios\real_164.wav,0,real,file:real_164,bonafide,train,48000,6.485333333333333
Real_Audios\real_165.wav,0,real,file:real_165,bonafide,train,48000,7.04
Real_Audios\real_166.wav,0,real,file:real_166,bonafide,train,48000,5.994666666666666
Real_Audios\real_167.wav,0,real,file:real_167,bonafide,test,48000,6.421333333333333
Real_Audios\real_168.wav,0,real,file:real_168,bonafide,train,48000,6.314666666666667
Real_Audios\real_169.wav,0,real,file:real_169,bonafide,train,48000,5.9093333333333335
Real_Audios\real_170.wav,0,real,file:real_170,bonafide,train,48000,5.013333333333334
Real_Audios\real_171.wav,0,real,file:real_171,bonafide,train,48000,5.0986666666666665
Real_Audios\real_172.wav,0,real,file:real_172,bonafide,test,48000,5.333333333333333
Real_Audios\real_173.wav,0,real,file:real_173,bonafide,train,48000,5.930666666666666
Real_Audios\real_174.wav,0,real,file:real_174,bonafide,val,48000,5.184
Real_Audios\real_175.wav,0,real,file:real_175,bonafide,train,48000,4.437333333333333
Real_Audios\real_176.wav,0,real,file:real_176,bonafide,train,48000,4.48
Real_Audios\real_177.wav,0,real,file:real_177,bonafide,train,48000,5.866666666666666
Real_Audios\real_178.wav,0,real,file:real_178,bonafide,train,48000,5.397333333333333
Real_Audios\real_179.wav,0,real,file:real_179,bonafide,train,48000,4.117333333333334
Real_Audios\real_180.wav,0,real,file:real_180,bonafide,train,48000,5.226666666666667
Real_Audios\real_181.wav,0,real,file:real_181,bonafide,train,48000,5.525333333333333
Real_Audios\real_182.wav,0,real,file:real_182,bonafide,test,48000,5.76
Real_Audios\real_183.wav,0,real,file:real_183,bonafide,val,48000,7.381333333333333
Real_Audios\real_184.wav,0,real,file:real_184,bonafide,train,48000,4.693333333333333
Real_Audios\real_185.wav,0,real,file:real_185,bonafide,test,48000,8.576
Real_Audios\real_186.wav,0,real,file:real_186,bonafide,train,48000,5.184
Real_Audios\real_187.wav,0,real,file:real_187,bonafide,train,48000,4.458666666666667
Real_Audios\real_188.wav,0,real,file:real_188,bonafide,val,48000,5.0986666666666665
Real_Audios\real_189.wav,0,real,file:real_189,bonafide,train,48000,4.693333333333333
Real_Audios\real_190.wav,0,real,file:real_190,bonafide,train,48000,6.208
Real_Audios\real_191.wav,0,real,file:real_191,bonafide,train,48000,74.58133333333333
Real_Audios\real_192.wav,0,real,file:real_192,bonafide,train,44100,70.79183673469387
Real_Audios\real_193.wav,0,real,file:real_193,bonafide,train,48000,63.76533333333333
Real_Audios\real_194.wav,0,real,file:real_194,bonafide,train,48000,7.517833333333333
Real_Audios\real_195.wav,0,real,file:real_195,bonafide,train,48000,7.8535
Real_Audios\real_196.wav,0,real,file:real_196,bonafide,train,48000,6.4135
Real_Audios\real_197.wav,0,real,file:real_197,bonafide,val,48000,36.9935
Real_Audios\real_198.wav,0,real,file:real_198,bonafide,train,48000,29.5535
Real_Audios\real_199.wav,0,real,file:real_199,bonafide,train,48000,29.5535
Real_Audios\real_200.wav,0,real,file:real_200,bonafide,test,48000,55.3935
Real_Audios\real_201.wav,0,real,file:real_201,bonafide,train,48000,25.6735
Real_Audios\real_202.wav,0,real,file:real_202,bonafide,train,48000,119.2335
Real_Audios\real_203.wav,0,real,file:real_203,bonafide,test,48000,110.7135
Real_Audios\real_204.wav,0,real,file:real_204,bonafide,train,48000,250.2335
Real_Audios\real_205.wav,0,real,file:real_205,bonafide,train,48000,6.8935
Real_Audios\real_206.wav,0,real,file:real_206,bonafide,train,48000,34.6535
Real_Audios\real_207.wav,0,real,file:real_207,bonafide,val,48000,5.517833333333333
Real_Audios\real_208.wav,0,real,file:real_208,bonafide,val,48000,45.3335
Real_Audios\real_209.wav,0,real,file:real_209,bonafide,train,48000,123.2535
Real_Audios\real_210.wav,0,real,file:real_210,bonafide,train,48000,68.7535
Real_Audios\real_211.wav,0,real,file:real_211,bonafide,train,48000,91.6535
Real_Audios\real_212.wav,0,real,file:real_212,bonafide,test,48000,78.5935
Real_Audios\real_213.wav,0,real,file:real_213,bonafide,train,48000,124.3935
Real_Audios\real_214.wav,0,real,file:real_214,bonafide,train,48000,245.7935
Real_Audios\real_215.wav,0,real,file:real_215,bonafide,train,48000,64.2735
Real_Audios\real_216.wav,0,real,file:real_216,bonafide,train,48000,68.6735
Real_Audios\real_217.wav,0,real,file:real_217,bonafide,val,48000,54.5935
Real_Audios\real_218.wav,0,real,file:real_218,bonafide,train,48000,19.6735
Real_Audios\real_219.wav,0,real,file:real_219,bonafide,train,48000,57.5135
Real_Audios\real_220.wav,0,real,file:real_220,bonafide,train,48000,58.6335
Real_Audios\real_221.wav,0,real,file:real_221,bonafide,val,48000,8.7935
Real_Audios\real_222.wav,0,real,file:real_222,bonafide,train,48000,8.1535
Real_Audios\real_223.wav,0,real,file:real_223,bonafide,val,48000,10.5535
Real_Audios\real_224.wav,0,real,file:real_224,bonafide,train,48000,19.9935
Real_Audios\real_225.wav,0,real,file:real_225,bonafide,val,48000,47.5735
Real_Audios\real_226.wav,0,real,file:real_226,bonafide,train,48000,16.06
Real_Audios\real_227.wav,0,real,file:real_227,bonafide,test,48000,22.26
Real_Audios\real_228.wav,0,real,file:real_228,bonafide,train,48000,17.8503125
Real_Audios\real_229.wav,0,real,file:real_229,bonafide,train,48000,24.5735
Real_Audios\real_230.wav,0,real,file:real_230,bonafide,train,48000,24.4135
Real_Audios\real_231.wav,0,real,file:real_231,bonafide,train,48000,21.2735
Real_Audios\real_232.wav,0,real,file:real_232,bonafide,train,48000,123.8335
Real_Audios\real_233.wav,0,real,file:real_233,bonafide,train,48000,133.6735
Real_Audios\real_234.wav,0,real,file:real_234,bonafide,train,48000,51.72
Real_Audios\real_235.wav,0,real,file:real_235,bonafide,val,48000,32.44
Real_Audios\real_236.wav,0,real,file:real_236,bonafide,train,48000,6.437833333333334
Real_Audios\real_237.wav,0,real,file:real_237,bonafide,train,48000,137.8735
Real_Audios\real_238.wav,0,real,file:real_238,bonafide,train,48000,63.2335
Real_Audios\real_239.wav,0,real,file:real_239,bonafide,train,48000,15.7135
Real_Audios\real_240.wav,0,real,file:real_240,bonafide,train,48000,19.2535
Real_Audios\real_241.wav,0,real,file:real_241,bonafide,train,48000,27.8335
Real_Audios\real_242.wav,0,real,file:real_242,bonafide,test,48000,22.0535
Real_Audios\real_243.wav,0,real,file:real_243,bonafide,train,48000,17.9135
Real_Audios\real_244.wav,0,real,file:real_244,bonafide,train,48000,28.3535
Real_Audios\real_245.wav,0,real,file:real_245,bonafide,train,48000,14.6935
Real_Audios\real_246.wav,0,real,file:real_246,bonafide,train,48000,18.9735
Real_Audios\real_247.wav,0,real,file:real_247,bonafide,test,48000,8.017833333333334
Real_Audios\real_248.wav,0,real,file:real_248,bonafide,train,48000,28.3535
Real_Audios\real_249.wav,0,real,file:real_249,bonafide,train,48000,12.8135
Real_Audios\real_250.wav,0,real,file:real_250,bonafide,train,48000,98.1735
Real_Audios\real_251.wav,0,real,file:real_251,bonafide,train,48000,50.24
Real_Audios\real_252.wav,0,real,file:real_252,bonafide,train,48000,67.42
Real_Audios\real_253.wav,0,real,file:real_253,bonafide,train,48000,37.3735
Real_Audios\real_254.wav,0,real,file:real_254,bonafide,train,48000,38.7935
Real_Audios\real_255.wav,0,real,file:real_255,bonafide,val,48000,44.4735
Real_Audios\real_256.wav,0,real,file:real_256,bonafide,train,48000,44.4735
Real_Audios\real_257.wav,0,real,file:real_257,bonafide,train,48000,56.0135
Real_Audios\real_258.wav,0,real,file:real_258,bonafide,train,48000,2.3978333333333333
Real_Audios\real_259.wav,0,real,file:real_259,bonafide,val,48000,64.3535
Real_Audios\real_260.wav,0,real,file:real_260,bonafide,train,48000,54.5335
Real_Audios\real_261.wav,0,real,file:real_261,bonafide,train,48000,46.4535
Real_Audios\real_262.wav,0,real,file:real_262,bonafide,train,48000,48.4335
Real_Audios\real_263.wav,0,real,file:real_263,bonafide,train,48000,46.9535
Real_Audios\real_264.wav,0,real,file:real_264,bonafide,train,48000,45.8135
Real_Audios\real_265.wav,0,real,file:real_265,bonafide,train,48000,17.5935
Real_Audios\real_266.wav,0,real,file:real_266,bonafide,train,48000,18.0335
Real_Audios\real_267.wav,0,real,file:real_267,bonafide,val,48000,34.9335
Real_Audios\real_268.wav,0,real,file:real_268,bonafide,train,48000,36.0535
Real_Audios\real_269.wav,0,real,file:real_269,bonafide,train,48000,21.437833333333334
Real_Audios\real_270.wav,0,real,file:real_270,bonafide,train,48000,17.5335
Real_Audios\real_271.wav,0,real,file:real_271,bonafide,test,48000,70.7535
Real_Audios\real_272.wav,0,real,file:real_272,bonafide,val,48000,39.8935
Real_Audios\real_273.wav,0,real,file:real_273,bonafide,train,48000,39.8935
Real_Audios\real_274.wav,0,real,file:real_274,bonafide,train,48000,14.4135
Real_Audios\real_275.wav,0,real,file:real_275,bonafide,train,48000,11.0335
Real_Audios\real_276.wav,0,real,file:real_276,bonafide,train,48000,11.7535
Real_Audios\real_277.wav,0,real,file:real_277,bonafide,val,48000,15.3935
Real_Audios\real_278.wav,0,real,file:real_278,bonafide,train,48000,11.2335
Real_Audios\real_279.wav,0,real,file:real_279,bonafide,train,48000,19.6735
Real_Audios\real_280.wav,0,real,file:real_280,bonafide,val,48000,12.037833333333332
Real_Audios\real_281.wav,0,real,file:real_281,bonafide,train,48000,16.3935
Real_Audios\real_282.wav,0,real,file:real_282,bonafide,test,48000,11.1535
Real_Audios\real_283.wav,0,real,file:real_283,bonafide,train,48000,21.6735
Real_Audios\real_284.wav,0,real,file:real_284,bonafide,train,48000,46.8735
Real_Audios\real_285.wav,0,real,file:real_285,bonafide,train,48000,20.7935
Real_Audios\real_286.wav,0,real,file:real_286,bonafide,train,48000,110.2735
Real_Audios\real_287.wav,0,real,file:real_287,bonafide,test,48000,105.9535
Real_Audios\real_288.wav,0,real,file:real_288,bonafide,train,48000,31.3935
Real_Audios\real_289.wav,0,real,file:real_289,bonafide,train,48000,41.2535
Real_Audios\real_290.wav,0,real,file:real_290,bonafide,val,48000,52.7535
Real_Audios\real_291.wav,0,real,file:real_291,bonafide,train,48000,17.657833333333333
Real_Audios\real_292.wav,0,real,file:real_292,bonafide,train,48000,7.5135
Real_Audios\real_293.wav,0,real,file:real_293,bonafide,test,48000,14.7135
Real_Audios\real_294.wav,0,real,file:real_294,bonafide,train,48000,12.1135
Real_Audios\real_295.wav,0,real,file:real_295,bonafide,val,48000,22.3135
Real_Audios\real_296.wav,0,real,file:real_296,bonafide,test,48000,18.2335
Real_Audios\real_297.wav,0,real,file:real_297,bonafide,train,48000,15.1735
Real_Audios\real_298.wav,0,real,file:real_298,bonafide,train,48000,17.2735
Real_Audios\real_299.wav,0,real,file:real_299,bonafide,train,48000,50.0335
Real_Audios\real_300.wav,0,real,file:real_300,bonafide,train,48000,22.6535
Real_Audios\real_301.wav,0,real,file:real_301,bonafide,train,48000,15.4535
Real_Audios\real_302.wav,0,real,file:real_302,bonafide,train,48000,7.397833333333334
Real_Audios\real_303.wav,0,real,file:real_303,bonafide,train,48000,12.6535
Real_Audios\real_304.wav,0,real,file:real_304,bonafide,train,48000,9.3735
Real_Audios\real_305.wav,0,real,file:real_305,bonafide,train,48000,103.5935
Real_Audios\real_306.wav,0,real,file:real_306,bonafide,val,48000,7.1135
Real_Audios\real_307.wav,0,real,file:real_307,bonafide,test,48000,46.9735
Real_Audios\real_308.wav,0,real,file:real_308,bonafide,train,48000,155.4535
Real_Audios\real_309.wav,0,real,file:real_309,bonafide,test,48000,31.4935
Real_Audios\real_310.wav,0,real,file:real_310,bonafide,val,48000,108.1335
Real_Audios\real_311.wav,0,real,file:real_311,bonafide,train,48000,42.4935
Real_Audios\real_312.wav,0,real,file:real_312,bonafide,train,48000,28.6335
Real_Audios\real_313.wav,0,real,file:real_313,bonafide,train,48000,13.977833333333333
Real_Audios\real_314.wav,0,real,file:real_314,bonafide,train,48000,72.2335
Real_Audios\real_315.wav,0,real,file:real_315,bonafide,train,48000,121.5535
Real_Audios\real_316.wav,0,real,file:real_316,bonafide,test,48000,9.3935
Real_Audios\real_317.wav,0,real,file:real_317,bonafide,train,48000,48.9535
Real_Audios\real_318.wav,0,real,file:real_318,bonafide,train,48000,24.2335
Real_Audios\real_319.wav,0,real,file:real_319,bonafide,train,48000,24.5935
Real_Audios\real_320.wav,0,real,file:real_320,bonafide,train,48000,171.5135
Real_Audios\real_321.wav,0,real,file:real_321,bonafide,train,48000,51.5935
Real_Audios\real_322.wav,0,real,file:real_322,bonafide,test,48000,48.0735
Real_Audios\real_323.wav,0,real,file:real_323,bonafide,train,48000,124.9135
Real_Audios\real_324.wav,0,real,file:real_324,bonafide,train,48000,8.576
Real_Audios\real_325.wav,0,real,file:real_325,bonafide,test,48000,24.40533333333333
Real_Audios\real_326.wav,0,real,file:real_326,bonafide,train,48000,15.517833333333334
Real_Audios\real_327.wav,0,real,file:real_327,bonafide,val,48000,21.248
Real_Audios\real_328.wav,0,real,file:real_328,bonafide,train,48000,20.864
Real_Audios\real_329.wav,0,real,file:real_329,bonafide,train,48000,27.52
Real_Audios\real_330.wav,0,real,file:real_330,bonafide,test,48000,22.378666666666668
Real_Audios\real_331.wav,0,real,file:real_331,bonafide,val,48000,22.741333333333333
Real_Audios\real_332.wav,0,real,file:real_332,bonafide,test,48000,19.54133333333333
Real_Audios\real_333.wav,0,real,file:real_333,bonafide,train,48000,16.96
Real_Audios\real_334.wav,0,real,file:real_334,bonafide,train,48000,19.584
Real_Audios\real_335.wav,0,real,file:real_335,bonafide,train,48000,18.410666666666668
Real_Audios\real_336.wav,0,real,file:real_336,bonafide,val,48000,10.624
Real_Audios\real_337.wav,0,real,file:real_337,bonafide,train,48000,13.141333333333334
Real_Audios\real_338.wav,0,real,file:real_338,bonafide,train,48000,18.538666666666668
Real_Audios\real_339.wav,0,real,file:real_339,bonafide,val,48000,16.896
Real_Audios\real_340.wav,0,real,file:real_340,bonafide,train,48000,17.386666666666667
Real_Audios\real_341.wav,0,real,file:real_341,bonafide,val,48000,12.501333333333331
Real_Audios\real_342.wav,0,real,file:real_342,bonafide,test,48000,14.165333333333333
Real_Audios\real_343.wav,0,real,file:real_343,bonafide,test,48000,15.872
Real_Audios\real_344.wav,0,real,file:real_344,bonafide,train,48000,27.626666666666665
Real_Audios\real_345.wav,0,real,file:real_345,bonafide,train,48000,20.586666666666662
Real_Audios\real_346.wav,0,real,file:real_346,bonafide,train,48000,17.429333333333332
Real_Audios\real_347.wav,0,real,file:real_347,bonafide,train,48000,7.317333333333333
