path,name,ext,bytes,sr,duration,channels,subtype,label,class,rms,peak,silent_frac
Real_Audios\real_044.wav,real_044.wav,.wav,14128280,44100,80.09142857142857,2,PCM_16,0,real,0.09878453612327576,0.7496045827865601,0.008177083333333333
Real_Audios\real_045.wav,real_045.wav,.wav,19828376,44100,112.40489795918367,2,PCM_16,0,real,0.08113517612218857,0.7255449295043945,0.009260416666666667
Real_Audios\real_046.wav,real_046.wav,.wav,16158590,44100,183.20308390022674,1,PCM_16,0,real,0.3658430874347687,1.0203888416290283,0.08273958333333334
Real_Audios\real_047.wav,real_047.wav,.wav,15204350,44100,172.38403628117914,1,PCM_16,0,real,0.40026789903640747,1.030176043510437,0.029125
Real_Audios\real_048.wav,real_048.wav,.wav,260174,24000,5.418666666666667,1,PCM_16,0,real,0.06372636556625366,0.3274363875389099,0.018523858406671357
Real_Audios\real_049.wav,real_049.wav,.wav,6648054,22050,150.74775510204083,1,PCM_16,0,real,0.04257464408874512,0.4001430869102478,0.030427083333333334
Real_Audios\real_050.wav,real_050.wav,.wav,716878,48000,7.466666666666667,1,PCM_16,0,real,0.15474463999271393,0.7924370765686035,0.037572916666666664
Real_Audios\real_051.wav,real_051.wav,.wav,17924140,48000,186.70897916666667,1,PCM_16,0,real,0.0476258285343647,0.43267056345939636,0.0017083333333333334
Real_Audios\real_052.wav,real_052.wav,.wav,38942358,48000,405.64875,1,PCM_16,0,real,0.009925608523190022,0.4594156742095947,0.024447916666666666
Real_Audios\real_053.wav,real_053.wav,.wav,20703982,48000,215.66566666666668,1,PCM_16,0,real,0.017975468188524246,1.1962655782699585,0.0256875
Real_Audios\real_054.wav,real_054.wav,.wav,1255730,48000,13.079708333333333,1,PCM_16,0,real,0.004355558194220066,0.04639210179448128,0.5615625
Real_Audios\real_055.wav,real_055.wav,.wav,1403076,48000,14.6145625,1,PCM_16,0,real,0.0068893819116055965,0.07389302551746368,0.51146875
Real_Audios\real_056.wav,real_056.wav,.wav,1335814,48000,13.913916666666667,1,PCM_16,0,real,0.007253000047057867,0.06609320640563965,0.44084375
Real_Audios\real_057.wav,real_057.wav,.wav,1265342,48000,13.179833333333333,1,PCM_16,0,real,0.004733311478048563,0.04529428482055664,0.54021875
Real_Audios\real_058.wav,real_058.wav,.wav,1339016,48000,13.947270833333333,1,PCM_16,0,real,0.002676180563867092,0.03815525770187378,0.50875
Real_Audios\real_059.wav,real_059.wav,.wav,1323000,48000,13.7804375,1,PCM_16,0,real,0.00321310106664896,0.029812367632985115,0.49259375
Real_Audios\real_060.wav,real_060.wav,.wav,1495974,48000,15.58225,1,PCM_16,0,real,0.004449454601854086,0.051133908331394196,0.45530208333333333
Real_Audios\real_061.wav,real_061.wav,.wav,1361438,48000,14.180833333333334,1,PCM_16,0,real,0.004400290083140135,0.03820956498384476,0.39607291666666666
Real_Audios\real_062.wav,real_062.wav,.wav,1252532,48000,13.046395833333333,1,PCM_16,0,real,0.001770695555023849,0.020421575754880905,0.4150729166666667
Real_Audios\real_063.wav,real_063.wav,.wav,1419096,48000,14.7814375,1,PCM_16,0,real,0.014936954714357853,0.1168389618396759,0.39165625
Real_Audios\real_064.wav,real_064.wav,.wav,1210890,48000,12.612625,1,PCM_16,0,real,0.003715899772942066,0.03015490621328354,0.48982291666666666
Real_Audios\real_065.wav,real_065.wav,.wav,1383862,48000,14.414416666666666,1,PCM_16,0,real,0.004382363986223936,0.03788209706544876,0.48735416666666664
Real_Audios\real_066.wav,real_066.wav,.wav,1207682,48000,12.579208333333334,1,PCM_16,0,real,0.0036512415390461683,0.045538343489170074,0.5850208333333333
Real_Audios\real_067.wav,real_067.wav,.wav,1329406,48000,13.847166666666666,1,PCM_16,0,real,0.0020526282023638487,0.018400203436613083,0.5732916666666666
Real_Audios\real_068.wav,real_068.wav,.wav,1310186,48000,13.646958333333334,1,PCM_16,0,real,0.007510366849601269,0.1009896844625473,0.46865625
Real_Audios\real_069.wav,real_069.wav,.wav,1406284,48000,14.647979166666667,1,PCM_16,0,real,0.005371099803596735,0.05394342541694641,0.5050625
Real_Audios\real_070.wav,real_070.wav,.wav,1374250,48000,14.314291666666668,1,PCM_16,0,real,0.007262490689754486,0.08874430507421494,0.40565625
Real_Audios\real_071.wav,real_071.wav,.wav,1339018,48000,13.947291666666667,1,PCM_16,0,real,0.003298369934782386,0.020257992669939995,0.49603125
Real_Audios\real_072.wav,real_072.wav,.wav,1271748,48000,13.2465625,1,PCM_16,0,real,0.0037799631245434284,0.03249046579003334,0.42473958333333334
Real_Audios\real_073.wav,real_073.wav,.wav,1345422,48000,14.014,1,PCM_16,0,real,0.0033477956894785166,0.03233054280281067,0.5220416666666666
Real_Audios\real_074.wav,real_074.wav,.wav,1447924,48000,15.081729166666667,1,PCM_16,0,real,0.010691015049815178,0.11736338585615158,0.48604166666666665
Real_Audios\real_075.wav,real_075.wav,.wav,1364640,48000,14.2141875,1,PCM_16,0,real,0.004191162064671516,0.04835478588938713,0.4982916666666667
Real_Audios\real_076.wav,real_076.wav,.wav,1444720,48000,15.048354166666666,1,PCM_16,0,real,0.00877199787646532,0.08333317935466766,0.5222916666666667
Real_Audios\real_077.wav,real_077.wav,.wav,1399878,48000,14.58125,1,PCM_16,0,real,0.004487132653594017,0.04069211333990097,0.5215729166666667
Real_Audios\real_078.wav,real_078.wav,.wav,23569546,48000,245.51529166666666,1,PCM_16,0,real,0.08531355112791061,1.3715052604675293,0.0031666666666666666
Real_Audios\real_079.wav,real_079.wav,.wav,16834246,48000,175.35591666666667,1,PCM_16,0,real,0.03440720587968826,0.20399098098278046,0.0026666666666666666
Real_Audios\real_080.wav,real_080.wav,.wav,270414,24000,5.632,1,PCM_16,0,real,0.10935503989458084,0.6161945462226868,0.1790438565340909
Real_Audios\real_081.wav,real_081.wav,.wav,7439480,22050,168.69392290249434,1,PCM_16,0,real,0.038832858204841614,0.6517300605773926,0.03222916666666667
Real_Audios\real_082.wav,real_082.wav,.wav,24901710,48000,129.696,2,PCM_16,0,real,0.04190732166171074,0.26334911584854126,0.0304375
Real_Audios\real_083.wav,real_083.wav,.wav,11576452,44100,131.25140589569162,1,PCM_16,0,real,0.021395212039351463,0.12383931875228882,0.20042708333333334
Real_Audios\real_084.wav,real_084.wav,.wav,11576452,44100,131.25140589569162,1,PCM_16,0,real,0.021401336416602135,0.12355436384677887,0.20034375
Real_Audios\real_085.wav,real_085.wav,.wav,7782430,22050,176.47056689342404,1,PCM_16,0,real,0.04775257408618927,0.4986308515071869,0.06607291666666666
Real_Audios\real_086.wav,real_086.wav,.wav,11391054,48000,59.328,2,PCM_16,0,real,0.07107386738061905,0.4398314952850342,0.03346875
Real_Audios\real_087.wav,real_087.wav,.wav,10925720,44100,61.93632653061224,2,PCM_16,0,real,0.10580495744943619,0.7303997278213501,0.007208333333333333
Real_Audios\real_088.wav,real_088.wav,.wav,10156708,22050,230.3090702947846,1,PCM_16,0,real,0.02283753640949726,0.22987093031406403,0.35263541666666665
Real_Audios\real_089.wav,real_089.wav,.wav,17039438,44100,193.19002267573697,1,PCM_16,0,real,0.4225664734840393,1.0556045770645142,0.05923958333333333
Real_Audios\real_090.wav,real_090.wav,.wav,15374414,44100,174.31219954648526,1,PCM_16,0,real,0.32293394207954407,1.1281812191009521,0.057166666666666664
Real_Audios\real_091.wav,real_091.wav,.wav,15202014,44100,172.35755102040815,1,PCM_16,0,real,0.129924938082695,1.006963849067688,0.0022604166666666667
Real_Audios\real_092.wav,real_092.wav,.wav,14422494,44100,163.51945578231292,1,PCM_16,0,real,0.18001046776771545,1.013983130455017,0.0018645833333333333
Real_Audios\real_093.wav,real_093.wav,.wav,290894,24000,6.058666666666666,1,PCM_16,0,real,0.10660931468009949,0.5650663375854492,0.16994791666666667
Real_Audios\real_094.wav,real_094.wav,.wav,13213774,48000,68.82133333333333,2,PCM_16,0,real,0.08615739643573761,0.7438380718231201,0.043375
Real_Audios\real_095.wav,real_095.wav,.wav,8888398,48000,46.29333333333334,2,PCM_16,0,real,0.07170575857162476,0.7565319538116455,0.038239583333333334
Real_Audios\real_096.wav,real_096.wav,.wav,12851864,44100,72.85551020408164,2,PCM_16,0,real,0.06759466230869293,0.8184369802474976,0.010947916666666667
Real_Audios\real_097.wav,real_097.wav,.wav,8322204,44100,47.177142857142854,2,PCM_16,0,real,0.08019101619720459,0.7904915809631348,0.007666666666666666
Real_Audios\real_098.wav,real_098.wav,.wav,17370110,44100,196.93913832199547,1,PCM_16,0,real,0.24955593049526215,1.0451494455337524,0.035625
Real_Audios\real_099.wav,real_099.wav,.wav,17360510,44100,196.8302947845805,1,PCM_16,0,real,0.28554221987724304,1.015656590461731,0.017604166666666667
Real_Audios\real_100.wav,real_100.wav,.wav,21702734,44100,246.06185941043083,1,PCM_16,0,real,0.14022135734558105,1.0255707502365112,0.026354166666666668
Real_Audios\real_101.wav,real_101.wav,.wav,18675790,44100,211.7427664399093,1,PCM_16,0,real,0.2163143754005432,1.0277926921844482,0.0032916666666666667
Real_Audios\real_102.wav,real_102.wav,.wav,14758910,44100,167.33369614512472,1,PCM_16,0,real,0.10324955731630325,1.004583477973938,0.043895833333333335
Real_Audios\real_103.wav,real_103.wav,.wav,14265470,44100,161.73913832199545,1,PCM_16,0,real,0.10673113912343979,1.014587640762329,0.03655208333333333
Real_Audios\real_104.wav,real_104.wav,.wav,8125382,22050,184.24725623582768,1,PCM_16,0,real,0.12521903216838837,0.8685934543609619,0.0259375
Real_Audios\real_105.wav,real_105.wav,.wav,16778304,22050,380.4586394557823,1,PCM_16,0,real,0.055019810795784,0.42847371101379395,0.0035416666666666665
Real_Audios\real_106.wav,real_106.wav,.wav,7348302,48000,38.272,2,PCM_16,0,real,0.08236481994390488,0.7857773900032043,0.020322916666666666
Real_Audios\real_107.wav,real_107.wav,.wav,13160526,48000,68.544,2,PCM_16,0,real,0.09010961651802063,0.40595197677612305,0.012947916666666667
Real_Audios\real_108.wav,real_108.wav,.wav,14360654,48000,74.79466666666667,2,PCM_16,0,real,0.08198053389787674,0.7447789907455444,0.029635416666666668
Real_Audios\real_109.wav,real_109.wav,.wav,15581262,48000,81.152,2,PCM_16,0,real,0.08879745751619339,0.5184094905853271,0.022822916666666665
Real_Audios\real_110.wav,real_110.wav,.wav,10502222,48000,54.69866666666667,2,PCM_16,0,real,0.09500709176063538,0.6001967787742615,0.02027083333333333
Real_Audios\real_111.wav,real_111.wav,.wav,2703438,48000,14.08,2,PCM_16,0,real,0.12337732315063477,0.8001625537872314,0.03365625
Real_Audios\real_112.wav,real_112.wav,.wav,1683534,48000,8.768,2,PCM_16,0,real,0.16127614676952362,0.9017652869224548,0.06235416666666667
Real_Audios\real_113.wav,real_113.wav,.wav,917582,48000,4.778666666666667,2,PCM_16,0,real,0.17313627898693085,0.8889510631561279,0.05654010646228698
Real_Audios\real_114.wav,real_114.wav,.wav,2433102,48000,12.672,2,PCM_16,0,real,0.07735639065504074,0.5317714214324951,0.04652083333333333
Real_Audios\real_115.wav,real_115.wav,.wav,909390,48000,4.736,2,PCM_16,0,real,0.1401454508304596,0.880075216293335,0.05221970016891892
Real_Audios\real_116.wav,real_116.wav,.wav,3629134,48000,18.901333333333334,2,PCM_16,0,real,0.15977327525615692,0.8989263772964478,0.0484375
Real_Audios\real_117.wav,real_117.wav,.wav,2457678,48000,12.8,2,PCM_16,0,real,0.17145521938800812,0.9033399820327759,0.03972916666666667
Real_Audios\real_118.wav,real_118.wav,.wav,4395086,48000,22.890666666666668,2,PCM_16,0,real,0.15613898634910583,0.8947131633758545,0.04022916666666667
Real_Audios\real_119.wav,real_119.wav,.wav,753742,48000,3.925333333333333,2,PCM_16,0,real,0.17487335205078125,0.8983147144317627,0.06822596567206955
Real_Audios\real_120.wav,real_120.wav,.wav,3395662,48000,17.685333333333332,2,PCM_16,0,real,0.07193242013454437,0.8830721378326416,0.13790625
Real_Audios\real_121.wav,real_121.wav,.wav,1290318,48000,6.72,2,PCM_16,0,real,0.1617165207862854,0.8937078714370728,0.0851875
Real_Audios\real_122.wav,real_122.wav,.wav,4673614,48000,24.341333333333335,2,PCM_16,0,real,0.1585165411233902,0.8874634504318237,0.039260416666666666
Real_Audios\real_123.wav,real_123.wav,.wav,3862606,48000,20.117333333333335,2,PCM_16,0,real,0.17603406310081482,0.90326988697052,0.04847916666666666
Real_Audios\real_124.wav,real_124.wav,.wav,2478158,48000,12.906666666666666,2,PCM_16,0,real,0.07755264639854431,0.4094820022583008,0.0665
Real_Audios\real_125.wav,real_125.wav,.wav,3203150,48000,16.682666666666666,2,PCM_16,0,real,0.1343776285648346,0.8916001915931702,0.060885416666666664
Real_Audios\real_126.wav,real_126.wav,.wav,4079694,48000,21.248,2,PCM_16,0,real,0.15271063148975372,0.8917884230613708,0.059666666666666666
Real_Audios\real_127.wav,real_127.wav,.wav,7856206,48000,40.91733333333333,2,PCM_16,0,real,0.07380306720733643,0.8111705780029297,0.04
Real_Audios\real_128.wav,real_128.wav,.wav,2027598,48000,10.56,2,PCM_16,0,real,0.14972439408302307,0.9055808186531067,0.03467708333333333
Real_Audios\real_129.wav,real_129.wav,.wav,3981390,48000,20.736,2,PCM_16,0,real,0.12770633399486542,0.8931007385253906,0.05590625
Real_Audios\real_130.wav,real_130.wav,.wav,3391566,48000,17.664,2,PCM_16,0,real,0.07628399133682251,0.41814273595809937,0.04448958333333333
Real_Audios\real_131.wav,real_131.wav,.wav,5623886,48000,29.290666666666667,2,PCM_16,0,real,0.14550578594207764,0.8882259130477905,0.03966666666666667
Real_Audios\real_132.wav,real_132.wav,.wav,6115406,48000,31.850666666666665,2,PCM_16,0,real,0.08244415372610092,0.8793472051620483,0.042833333333333334
Real_Audios\real_133.wav,real_133.wav,.wav,7516238,48000,39.14666666666667,2,PCM_16,0,real,0.1559572070837021,0.8998626470565796,0.06204166666666667
Real_Audios\real_134.wav,real_134.wav,.wav,2809934,48000,14.634666666666666,2,PCM_16,0,real,0.06143694370985031,0.7424169778823853,0.049
Real_Audios\real_135.wav,real_135.wav,.wav,4395086,48000,22.890666666666668,2,PCM_16,0,real,0.1278366595506668,0.8876195549964905,0.03635416666666667
Real_Audios\real_136.wav,real_136.wav,.wav,7581774,48000,39.488,2,PCM_16,0,real,0.14470094442367554,0.6332688927650452,0.034041666666666665
Real_Audios\real_137.wav,real_137.wav,.wav,4108366,48000,21.397333333333332,2,PCM_16,0,real,0.18500873446464539,0.9052117466926575,0.03327083333333333
Real_Audios\real_138.wav,real_138.wav,.wav,3870798,48000,20.16,2,PCM_16,0,real,0.1483612209558487,0.8920592665672302,0.07391666666666667
Real_Audios\real_139.wav,real_139.wav,.wav,4194382,48000,21.845333333333333,2,PCM_16,0,real,0.14175835251808167,0.89530348777771,0.07357291666666667
Real_Audios\real_140.wav,real_140.wav,.wav,4345934,48000,22.634666666666668,2,PCM_16,0,real,0.11948748677968979,0.9010688662528992,0.075625
Real_Audios\real_141.wav,real_141.wav,.wav,6131790,48000,31.936,2,PCM_16,0,real,0.16340768337249756,0.8897371292114258,0.045697916666666664
Real_Audios\real_142.wav,real_142.wav,.wav,2748494,48000,14.314666666666668,2,PCM_16,0,real,0.13884782791137695,0.9063806533813477,0.08585416666666666
Real_Audios\real_143.wav,real_143.wav,.wav,835662,48000,4.352,2,PCM_16,0,real,0.15237587690353394,0.8977750539779663,0.05810546875
Real_Audios\real_144.wav,real_144.wav,.wav,843854,48000,4.394666666666667,2,PCM_16,0,real,0.1681906282901764,0.9151425361633301,0.08417834032567731
Real_Audios\real_145.wav,real_145.wav,.wav,1036366,48000,5.397333333333333,2,PCM_16,0,real,0.13526253402233124,0.9084694981575012,0.10236457537228745
Real_Audios\real_146.wav,real_146.wav,.wav,1159246,48000,6.037333333333334,2,PCM_16,0,real,0.129117950797081,0.9103734493255615,0.061447916666666665
Real_Audios\real_147.wav,real_147.wav,.wav,1155150,48000,6.016,2,PCM_16,0,real,0.14383971691131592,0.8996797204017639,0.11369791666666666
Real_Audios\real_148.wav,real_148.wav,.wav,1019982,48000,5.312,2,PCM_16,0,real,0.12813983857631683,0.911389172077179,0.0783250188253012
Real_Audios\real_149.wav,real_149.wav,.wav,852046,48000,4.437333333333333,2,PCM_16,0,real,0.11427773535251617,0.9024074077606201,0.10853826868362489
Real_Audios\real_150.wav,real_150.wav,.wav,913486,48000,4.757333333333333,2,PCM_16,0,real,0.10666155815124512,0.8898220658302307,0.06817047216164376
Real_Audios\real_151.wav,real_151.wav,.wav,876622,48000,4.565333333333333,2,PCM_16,0,real,0.12016694992780685,0.9027504324913025,0.08516551214303315
Real_Audios\real_152.wav,real_152.wav,.wav,958542,48000,4.992,2,PCM_16,0,real,0.12364725768566132,0.8905029296875,0.08025340544871795
Real_Audios\real_153.wav,real_153.wav,.wav,974926,48000,5.077333333333334,2,PCM_16,0,real,0.11553874611854553,0.8903844952583313,0.0729584677121544
Real_Audios\real_154.wav,real_154.wav,.wav,1286222,48000,6.698666666666667,2,PCM_16,0,real,0.13069041073322296,0.8962698578834534,0.05415625
Real_Audios\real_155.wav,real_155.wav,.wav,1237070,48000,6.442666666666667,2,PCM_16,0,real,0.13745707273483276,0.8965741395950317,0.06310416666666667
Real_Audios\real_156.wav,real_156.wav,.wav,1327182,48000,6.912,2,PCM_16,0,real,0.10467350482940674,0.7445377707481384,0.05645833333333333
Real_Audios\real_157.wav,real_157.wav,.wav,1204302,48000,6.272,2,PCM_16,0,real,0.1316920518875122,0.8970193266868591,0.040739583333333336
Real_Audios\real_158.wav,real_158.wav,.wav,1228878,48000,6.4,2,PCM_16,0,real,0.12714794278144836,0.8965210914611816,0.05565625
Real_Audios\real_159.wav,real_159.wav,.wav,938062,48000,4.8853333333333335,2,PCM_16,0,real,0.13600961863994598,0.8936859965324402,0.06282782795588875
Real_Audios\real_160.wav,real_160.wav,.wav,1273934,48000,6.634666666666667,2,PCM_16,0,real,0.08142057806253433,0.68707275390625,0.09852083333333334
Real_Audios\real_161.wav,real_161.wav,.wav,1097806,48000,5.717333333333333,2,PCM_16,0,real,0.09993589669466019,0.8841718435287476,0.0652506613612016
Real_Audios\real_162.wav,real_162.wav,.wav,1421390,48000,7.402666666666667,2,PCM_16,0,real,0.11421985179185867,0.7443946599960327,0.08354166666666667
Real_Audios\real_163.wav,real_163.wav,.wav,1130574,48000,5.888,2,PCM_16,0,real,0.10261569172143936,0.8804417848587036,0.09068231997282608
Real_Audios\real_164.wav,real_164.wav,.wav,1245262,48000,6.485333333333333,2,PCM_16,0,real,0.09175290167331696,0.8760777711868286,0.10201041666666667
Real_Audios\real_165.wav,real_165.wav,.wav,1351758,48000,7.04,2,PCM_16,0,real,0.0887238159775734,0.8748288154602051,0.06865625
Real_Audios\real_166.wav,real_166.wav,.wav,1151054,48000,5.994666666666666,2,PCM_16,0,real,0.13975393772125244,0.8924373984336853,0.061867278319345256
Real_Audios\real_167.wav,real_167.wav,.wav,1232974,48000,6.421333333333333,2,PCM_16,0,real,0.10164906829595566,0.8965874910354614,0.06623958333333334
Real_Audios\real_168.wav,real_168.wav,.wav,1212494,48000,6.314666666666667,2,PCM_16,0,real,0.10852260887622833,0.8915575742721558,0.08814583333333334
Real_Audios\real_169.wav,real_169.wav,.wav,1134670,48000,5.9093333333333335,2,PCM_16,0,real,0.15012168884277344,0.9041796922683716,0.06877842411422527
Real_Audios\real_170.wav,real_170.wav,.wav,962638,48000,5.013333333333334,2,PCM_16,0,real,0.1461470127105713,0.9004088640213013,0.09422295359912235
Real_Audios\real_171.wav,real_171.wav,.wav,979022,48000,5.0986666666666665,2,PCM_16,0,real,0.15735448896884918,0.9010993838310242,0.049350935902622
Real_Audios\real_172.wav,real_172.wav,.wav,1024078,48000,5.333333333333333,2,PCM_16,0,real,0.14642618596553802,0.9059547185897827,0.056999554690978976
Real_Audios\real_173.wav,real_173.wav,.wav,1138766,48000,5.930666666666666,2,PCM_16,0,real,0.14388838410377502,0.8990598917007446,0.08589855729205088
Real_Audios\real_174.wav,real_174.wav,.wav,995406,48000,5.184,2,PCM_16,0,real,0.1460273116827011,0.9052978754043579,0.07388117283950617
Real_Audios\real_175.wav,real_175.wav,.wav,852046,48000,4.437333333333333,2,PCM_16,0,real,0.15657281875610352,0.9005173444747925,0.06884700977492324
Real_Audios\real_176.wav,real_176.wav,.wav,860238,48000,4.48,2,PCM_16,0,real,0.1699245274066925,0.9038738012313843,0.08247767857142857
Real_Audios\real_177.wav,real_177.wav,.wav,1126478,48000,5.866666666666666,2,PCM_16,0,real,0.1500210016965866,0.9072385430335999,0.09491088454941567
Real_Audios\real_178.wav,real_178.wav,.wav,1036366,48000,5.397333333333333,2,PCM_16,0,real,0.09299187362194061,0.8162665963172913,0.05212024363695315
Real_Audios\real_179.wav,real_179.wav,.wav,790606,48000,4.117333333333334,2,PCM_16,0,real,0.1600332260131836,0.8872898817062378,0.06539360636327757
Real_Audios\real_180.wav,real_180.wav,.wav,1003598,48000,5.226666666666667,2,PCM_16,0,real,0.11658570170402527,0.8909747004508972,0.101582024944097
Real_Audios\real_181.wav,real_181.wav,.wav,1060942,48000,5.525333333333333,2,PCM_16,0,real,0.1425209492444992,0.889293372631073,0.07982489876252744
